value,id,order
リハビリテーション学科　作業療法学専攻,2709,2709
リハビリテーション学科　理学療法学専攻,2710,2710
医療経営管理学科,2711,2711
社会福祉学科　総合福祉コース,2712,2712
社会福祉学科　社会福祉コース,2713,2713
福祉行政学科,2714,2714
福祉心理学専攻,2715,2715
産業福祉マネジメント学科,2716,2716
情報福祉マネジメント学科,2717,2717
美術表現学科,2718,2718
家政学科　服飾文化専攻,2719,2719
家政学科,2720,2720
生活美術学科,2721,2721
家政学科　健康栄養学専攻,2722,2722
文化財保存修復学科,2723,2723
工芸デザイン学科,2724,2724
文芸学科,2725,2725
歴史遺産学科,2726,2726
建築・環境デザイン学科,2727,2727
企画構想学科,2728,2728
映像学科,2729,2729
グラフィックデザイン学科,2730,2730
プロダクトデザイン学科,2731,2731
芸術文化専攻,2732,2732
地域教養学科,2733,2733
現代英語学科,2734,2734
児童教育学科　児童教育専攻,2735,2735
児童教育学科　幼児保育専攻,2736,2736
文化交流学科,2737,2737
心理福祉学科,2738,2738
食物健康科学科,2739,2739
食物健康科学専攻,2740,2740
心理学専攻,2741,2741
医療技術学科,2742,2742
保健栄養学科,2743,2743
コミュニケーション学科,2744,2744
健康栄養学科,2745,2745
法律行政学科,2746,2746
総合政策学科,2747,2747
自治行政学科,2748,2748
ビジネス法学科,2749,2749
社会学科　保育士養成コース,2750,2750
国際文化ツーリズム学科,2751,2751
国際観光学科,2752,2752
流通情報学科,2753,2753
スポーツコミュニケーション学科,2754,2754
スポーツ健康科学科,2755,2755
社会学専攻,2756,2756
リーガルガバナンス専攻,2757,2757
物流情報学専攻,2758,2758
スポーツマネジメント学科,2759,2759
心理コミュニケーション学科,2760,2760
発達科学科　英語教育専攻,2761,2761
発達科学科　心理学専攻,2762,2762
発達科学科　スポーツ健康専攻,2763,2763
発達科学科　児童教育専攻,2764,2764
発達科学科,2765,2765
スポーツ健康マネジメント学科,2766,2766
国際ビジネス学科,2767,2767
生命環境化学科,2768,2768
生命環境化学専攻,2769,2769
情報社会専攻,2770,2770
マネジメント総合学科,2771,2771
医療栄養学科,2772,2772
ビジネス・イノベーション専攻,2773,2773
医療栄養学専攻,2774,2774
社会経済システム学科,2775,2775
現代文化学科,2776,2776
スポーツ科学科,2777,2777
メディア情報学科,2778,2778
犯罪心理学専攻,2779,2779
メディア情報学専攻,2780,2780
政治経済学科,2781,2781
欧米文化学科,2782,2782
児童学科,2783,2783
政治政策学専攻,2784,2784
心理福祉学専攻,2785,2785
文化総合学専攻,2786,2786
情報ビジネス学科,2787,2787
人間スポーツ学科,2788,2788
国際メディア学科,2789,2789
国際関係学研究専攻,2790,2790
商学専攻,2791,2791
英語コミュニケーション学科,2792,2792
音楽表現専攻,2793,2793
国際関係法学科,2794,2794
国際環境経済学科,2795,2795
交流文化学科,2796,2796
ドイツ語学科,2797,2797
フランス語学科,2798,2798
英語学科,2799,2799
ドイツ語学専攻,2800,2800
フランス語学専攻,2801,2801
経済・経営情報専攻,2802,2802
環境共生システム学専攻,2803,2803
電子情報メディア工学専攻,2804,2804
建築デザイン学専攻,2805,2805
ロボティクス学科,2806,2806
電気電子通信工学科,2807,2807
国際理解学科,2808,2808
英米語英米文学科,2809,2809
中国語中国文学科,2810,2810
メディア表現学科,2811,2811
発達教育課程,2812,2812
心理教育課程,2813,2813
英米語学科,2814,2814
中国語学科,2815,2815
日本語学科,2816,2816
不動産学専攻,2817,2817
応用言語学専攻,2818,2818
不動産学科,2819,2819
ホスピタリティ・ツーリズム学科,2820,2820
心理カウンセリング学科,2821,2821
日本語・日本語教育学科,2822,2822
韓国語学科,2823,2823
英語・英語教育専攻,2824,2824
中国・韓国言語文化専攻,2825,2825
日本語・日本語教育専攻,2826,2826
現代心理学専攻,2827,2827
言語聴覚学科,2828,2828
国際交流専攻,2829,2829
メディア学科,2830,2830
生涯福祉専攻,2831,2831
リハビリテーション学専攻,2832,2832
人間心理学科,2833,2833
経営社会学科,2834,2834
こどもコミュニケーション学科,2835,2835
マス・コミュニケーション学科,2836,2836
情報文化学科,2837,2837
イベロアメリカ言語学科,2838,2838
アジア言語学科,2839,2839
国際コミュニケーション学科,2840,2840
言語科学専攻,2841,2841
日本語学専攻,2842,2842
グローバル・リベラルアーツ学科,2843,2843
武道学科,2844,2844
スポーツトレーナー学科,2845,2845
国際スポーツ文化学科,2846,2846
武道・スポーツ専攻,2847,2847
観光経営学科,2848,2848
表現学科,2849,2849
コミュニティ政策学科,2850,2850
実践心理学科,2851,2851
教育福祉学科　健康教育コース,2852,2852
教育福祉学科　学校教育コース,2853,2853
教育福祉学科,2854,2854
地域創生学科,2855,2855
総合経営学科,2856,2856
医療薬学科,2857,2857
ウェルネスツーリズム学科,2858,2858
起業マネジメント専攻,2859,2859
グローバルコミュニケーション専攻,2860,2860
女性学専攻,2861,2861
環境社会学科,2862,2862
福祉社会専攻,2863,2863
メディア情報学科　ニューメディアコース,2864,2864
メディア情報学科　映像芸術コース,2865,2865
ビジネスデザイン専攻,2866,2866
福祉総合学科,2867,2867
福祉総合学科　福祉心理コース,2868,2868
福祉総合学科　介護福祉コース,2869,2869
福祉総合学科　社会福祉コース,2870,2870
福祉総合学科　子ども福祉コース,2871,2871
福祉総合学科　ソーシャルサービスコース,2872,2872
国際交流学科,2873,2873
国際アドミニストレーション専攻,2874,2874
情報ネットワーク学科,2875,2875
機械電子創成工学科,2876,2876
先端材料工学科,2877,2877
情報通信システム工学科,2878,2878
都市環境工学科,2879,2879
デザイン科学科,2880,2880
機械電子創成工学専攻,2881,2881
情報通信システム工学専攻,2882,2882
先端材料工学専攻,2883,2883
金融・経営リスク科学科,2884,2884
プロジェクトマネジメント学科,2885,2885
経営情報科学科,2886,2886
マネジメント工学専攻,2887,2887
知能メディア工学科,2888,2888
未来ロボティクス学科,2889,2889
デザイン科学専攻,2890,2890
未来ロボティクス専攻,2891,2891
知能メディア工学専攻,2892,2892
サービス創造学科,2893,2893
政策情報学科,2894,2894
政策情報学専攻,2895,2895
会計ファイナンス専攻,2896,2896
現代教養学科,2897,2897
理学療法学専攻,2898,2898
作業療法学専攻,2899,2899
病院前救急医療学専攻,2900,2900
言語聴覚学専攻,2901,2901
健康栄養学専攻,2902,2902
児童学科　保育・幼稚園コース,2903,2903
児童学科　小学校・特別支援コース,2904,2904
人間文化学科　メディア文化コース,2905,2905
人間文化学科　グローバルコミュニケーションコース,2906,2906
人間文化学科　福祉コース,2907,2907
環境情報学専攻,2908,2908
医療科学科,2909,2909
経営マネージメント学科,2910,2910
医療スポーツ学科,2911,2911
リハビリテーション学科　理学療法コース,2912,2912
リハビリテーション学科　作業療法コース,2913,2913
神学専攻,2914,2914
国際キリスト教福祉学科,2915,2915
神学科,2916,2916
総合神学科,2917,2917
環境情報学科,2918,2918
総合情報学科,2919,2919
総合情報学専攻,2920,2920
日本伝統文化学科,2921,2921
健康・スポーツ心理学科,2922,2922
現代経営専攻,2923,2923
現代経営学科,2924,2924
グローバル・コミュニケーション学科,2925,2925
観光ビジネス学科,2926,2926
英語情報マネジメント学科,2927,2927
グローバルビジネス学科,2928,2928
道徳教育専攻,2929,2929
日本語教育学専攻,2930,2930
経済学・経営学専攻,2931,2931
ヒューマンライツ学科,2932,2932
現代経済デザイン学科,2933,2933
マーケティング学科,2934,2934
国際経済学科,2935,2935
国際政治学科,2936,2936
比較芸術学科,2937,2937
フランス文学科,2938,2938
英米文学科,2939,2939
史学科,2940,2940
化学・生命科学科,2941,2941
物理・数理学科,2942,2942
経営システム工学科,2943,2943
数理サイエンス学科,2944,2944
機械創造工学科,2945,2945
情報テクノロジー学科,2946,2946
公共・地域マネジメント専攻,2947,2947
国際コミュニケーション専攻,2948,2948
国際経済学専攻,2949,2949
国際政治学専攻,2950,2950
フランス文学・語学専攻,2951,2951
英米文学専攻,2952,2952
日本文学・日本語専攻,2953,2953
ビジネス法務専攻,2954,2954
公法専攻,2955,2955
私法専攻,2956,2956
国際マネジメントサイエンス専攻,2957,2957
プロフェッショナル会計学専攻,2958,2958
会計プロフェッション専攻,2959,2959
総合文化政策学専攻,2960,2960
文化創造マネジメント専攻,2961,2961
総合文化創造マネジメント専攻,2962,2962
総合文化政策学科,2963,2963
地球社会共生学科,2964,2964
コミュニティ人間科学科,2965,2965
ホスピタリティ・マネジメント学科,2966,2966
多文化コミュニケーション学科,2967,2967
アジア・国際経営戦略専攻,2968,2968
都市創造学科,2969,2969
老年学専攻,2970,2970
大学アドミニストレーション専攻,2971,2971
英語教育専攻,2972,2972
日本語教育専攻,2973,2973
国際人文社会科学専攻,2974,2974
国際協力専攻,2975,2975
健康心理学専攻,2976,2976
アビエーションマネジメント学類,2977,2977
ビジネスマネジメント学類,2978,2978
健康科学専修,2979,2979
精神保健福祉専修,2980,2980
社会福祉専修,2981,2981
保育専修,2982,2982
音楽専修,2983,2983
映画専修,2984,2984
演劇専修,2985,2985
造形デザイン専修,2986,2986
ビジュアル・アーツ専修,2987,2987
演劇・ダンス専修,2988,2988
グローバル・コミュニケーション学類,2989,2989
英語特別専修,2990,2990
グローバル教養専修,2991,2991
日本語特別専修,2992,2992
中国語特別専修,2993,2993
航空管制コース,2994,2994
空港マネジメントコース,2995,2995
フライト・オペレーションコース,2996,2996
整備管理コース,2997,2997
航空・マネジメント学類,2998,2998
国際学術専攻,2999,2999
教育探究科学類,3000,3000
ドイツ語圏文化学科,3001,3001
フランス語圏文化学科,3002,3002
英語英米文化学科,3003,3003
哲学科,3004,3004
アーカイブズ学専攻,3005,3005
身体表象文化学専攻,3006,3006
ドイツ語ドイツ文学専攻,3007,3007
フランス文学専攻,3008,3008
哲学専攻,3009,3009
美術史学専攻,3010,3010
国際社会科学科,3011,3011
動物資源科学科,3012,3012
生命創薬科学科,3013,3013
リハビリテーション学科　言語聴覚療法学専攻,3014,3014
リハビリテーション学科　視覚機能療法学専攻,3015,3015
医療工学科　診療放射線技術科学専攻,3016,3016
医療工学科　臨床工学専攻,3017,3017
健康科学科,3018,3018
保健衛生学科,3019,3019
医療工学科,3020,3020
感染制御科学専攻,3021,3021
動物資源科学専攻,3022,3022
海洋生命科学科,3023,3023
海洋生命科学専攻,3024,3024
観光交流文化学科,3025,3025
診療放射線技術学科,3026,3026
臨床検査技術学科,3027,3027
臨床工学科,3028,3028
外科系専攻,3029,3029
生理系専攻,3030,3030
内科系専攻,3031,3031
病理系専攻,3032,3032
国際言語コミュニケーション専攻,3033,3033
国際医療協力専攻,3034,3034
開発問題専攻,3035,3035
国際開発専攻,3036,3036
国際文化交流専攻,3037,3037
グローバル・コミュニケーション専攻,3038,3038
演奏・創作学科,3039,3039
音楽文化教育学科,3040,3040
音楽研究専攻,3041,3041
音楽教育学専攻,3042,3042
管理工学科,3043,3043
電子工学科,3044,3044
生命情報学科,3045,3045
医学研究系専攻,3046,3046
医療科学系専攻,3047,3047
システムデザイン・マネジメント専攻,3048,3048
メディアデザイン専攻,3049,3049
政策・メディア専攻,3050,3050
図書館・情報学専攻,3051,3051
中国文学専攻,3052,3052
独文学専攻,3053,3053
仏文学専攻,3054,3054
哲学・倫理学専攻,3055,3055
美学美術史学専攻,3056,3056
公法学専攻,3057,3057
民事法学専攻,3058,3058
基礎理工学専攻,3059,3059
開放環境科学専攻,3060,3060
総合デザイン工学専攻,3061,3061
グローバル法務専攻,3062,3062
公衆衛生・スポーツ健康科学専攻,3063,3063
システム数理学科,3064,3064
情報デザイン学科,3065,3065
システムデザイン専攻,3066,3066
化学応用学専攻,3067,3067
まちづくり学科,3068,3068
機械理工学科,3069,3069
環境化学科,3070,3070
経済ネットワーキング学科,3071,3071
外国語文化学科,3072,3072
中国文学科,3073,3073
子ども支援学科,3074,3074
健康体育学科,3075,3075
初等教育学科,3076,3076
神道学・宗教学専攻,3077,3077
文学専攻,3078,3078
神道文化学科,3079,3079
観光まちづくり学科,3080,3080
アーツ・サイエンス学科,3081,3081
アーツ・サイエンス専攻,3082,3082
公共政策・社会研究専攻,3083,3083
心理・教育学専攻,3084,3084
現代ビジネス法学科,3085,3085
政治行政学科,3086,3086
史学地理学科,3087,3087
こどもスポーツ教育学科,3088,3088
スポーツ医科学科,3089,3089
応用システム工学専攻,3090,3090
救急救命システム専攻,3091,3091
スポーツ・システム専攻,3092,3092
２１世紀アジア学科,3093,3093
グローバルアジア研究専攻,3094,3094
グローバルアジア専攻,3095,3095
総合知的財産法学専攻,3096,3096
現代応用経済学科,3097,3097
市場戦略学科,3098,3098
地理学科,3099,3099
禅学科,3100,3100
仏教学科,3101,3101
地理学専攻,3102,3102
歴史学専攻,3103,3103
仏教学専攻,3104,3104
私法学専攻,3105,3105
診療放射線技術科学科,3106,3106
グローバル・メディア学科,3107,3107
診療放射線学専攻,3108,3108
グローバル・メディア専攻,3109,3109
機械機能工学科,3110,3110
先進国際課程,3111,3111
システム理工学専攻,3112,3112
国際理工学専攻,3113,3113
機能制御システム専攻,3114,3114
地域環境システム専攻,3115,3115
環境システム学科,3116,3116
機械制御システム学科,3117,3117
電子情報システム学科,3118,3118
スポーツ健康科学専攻,3119,3119
健康学科,3120,3120
環境と人間,3121,3121
人体の生命機能,3122,3122
人体の再生・再建,3123,3123
健康データサイエンス学科,3124,3124
地球環境法学科,3125,3125
イスパニア語学科,3126,3126
ポルトガル語学科,3127,3127
ロシア語学科,3128,3128
ドイツ文学科,3129,3129
新聞学科,3130,3130
情報理工学科,3131,3131
機能創造理工学科,3132,3132
物質生命理工学科,3133,3133
言語学専攻,3134,3134
組織神学専攻,3135,3135
文化交渉学専攻,3136,3136
ドイツ文学専攻,3137,3137
新聞学専攻,3138,3138
理工学専攻　機械工学領域,3139,3139
理工学専攻　生物科学領域,3140,3140
理工学専攻　物理学領域,3141,3141
理工学専攻　応用化学領域,3142,3142
理工学専攻　電気・電子工学領域,3143,3143
理工学専攻　化学領域,3144,3144
理工学専攻　数学領域,3145,3145
理工学専攻　情報学領域,3146,3146
理工学専攻　グリーンサイエンス・エンジニアリング領域,3147,3147
国際関係論専攻,3148,3148
地域研究専攻,3149,3149
グローバル社会専攻,3150,3150
総合グローバル学科,3151,3151
死生学専攻,3152,3152
保健医療学専攻,3153,3153
現代経済学科,3154,3154
経済数理学科,3155,3155
システムデザイン学科,3156,3156
理工学科　機械システム専攻,3157,3157
理工学科　応用化学専攻,3158,3158
理工学科　電気電子専攻,3159,3159
理工学科　コンピューター科学専攻,3160,3160
理工学科　データ数理専攻,3161,3161
社会文化論専攻,3162,3162
日本文学専攻,3163,3163
マスコミュニケーション学科,3164,3164
ヨーロッパ文化学科,3165,3165
文化史学科,3166,3166
社会イノベーション専攻,3167,3167
コミュニケーション学専攻,3168,3168
ヨーロッパ文化専攻,3169,3169
英文学専攻,3170,3170
日本常民文化専攻,3171,3171
美学・美術史専攻,3172,3172
政策イノベーション学科,3173,3173
心理社会学科,3174,3174
生活環境経済学科,3175,3175
ビジネスデザイン学科,3176,3176
会計学科,3177,3177
環境地理学科,3178,3178
人文・ジャーナリズム学科,3179,3179
ジャーナリズム学科,3180,3180
日本文学文化学科,3181,3181
異文化コミュニケーション学科,3182,3182
会計学専攻,3183,3183
民法学専攻,3184,3184
ネットワーク情報学科,3185,3185
人間学科,3186,3186
共生創造理工学科,3187,3187
教職専攻,3188,3188
国際言語教育専攻,3189,3189
環境共生工学専攻,3190,3190
国際平和学専攻,3191,3191
教育人間学科,3192,3192
宗教学専攻,3193,3193
福祉・臨床心理学専攻,3194,3194
表現文化学科,3195,3195
社会経済学科,3196,3196
書道学科,3197,3197
日本言語文化学専攻,3198,3198
中国言語文化学専攻,3199,3199
スポーツ・健康科学専攻,3200,3200
中国学専攻,3201,3201
書道学専攻,3202,3202
アジア地域研究専攻,3203,3203
法律政治学科,3204,3204
スペイン語学科,3205,3205
国際日本語学科,3206,3206
デザイン学科,3207,3207
電子システム工学科,3208,3208
国際経済専攻,3209,3209
言語教育学専攻,3210,3210
機械・電子システム工学専攻,3211,3211
情報・デザイン工学専攻,3212,3212
地方政治行政専攻,3213,3213
安全保障専攻,3214,3214
事業構想学科,3215,3215
グローバルスタディーズ学科,3216,3216
英語教育学科,3217,3217
国語教育学科,3218,3218
乳幼児発達学科,3219,3219
メディア・デザイン学科,3220,3220
芸術教育学科,3221,3221
演劇・舞踊学科,3222,3222
パフォーミング・アーツ学科,3223,3223
エンジニアリングデザイン学科,3224,3224
マネジメントサイエンス学科,3225,3225
ソフトウェアサイエンス学科,3226,3226
デザインサイエンス学科,3227,3227
先端食農学科,3228,3228
生産農学科,3229,3229
環境農学科,3230,3230
資源生物学専攻,3231,3231
人間学専攻,3232,3232
リベラルアーツ学科,3233,3233
心の科学専攻,3234,3234
脳科学専攻,3235,3235
演劇舞踊デザイン学科,3236,3236
統合デザイン学科,3237,3237
絵画学科,3238,3238
工芸学科,3239,3239
生産デザイン学科,3240,3240
彫刻学科,3241,3241
演劇舞踊専攻,3242,3242
国際企業関係法学科,3243,3243
経済情報システム学科,3244,3244
公共・環境経済学科,3245,3245
国際マーケティング学科,3246,3246
商業・貿易学科,3247,3247
国際政策文化学科,3248,3248
人間総合理工学科,3249,3249
精密機械工学科,3250,3250
ビジネスデータサイエンス学科,3251,3251
電気電子情報通信工学科,3252,3252
都市環境学科,3253,3253
国際情報学科,3254,3254
戦略経営専攻,3255,3255
ビジネス科学専攻,3256,3256
総合政策専攻,3257,3257
西洋史学専攻,3258,3258
中国言語文化専攻,3259,3259
東洋史学専攻,3260,3260
日本史学専攻,3261,3261
刑事法専攻,3262,3262
国際企業関係法専攻,3263,3263
民事法専攻,3264,3264
都市人間環境学専攻,3265,3265
経営システム工学専攻,3266,3266
ビジネスデータサイエンス専攻,3267,3267
国際情報研究科,3268,3268
初等教育学科　初等教育コース,3269,3269
初等教育学科　こども教育コース,3270,3270
教育文化学科,3271,3271
バイオサイエンス学科,3272,3272
機械・精密システム工学科,3273,3273
スポーツ医療学科,3274,3274
視能矯正学科,3275,3275
救急救護学専攻,3276,3276
視能矯正学専攻,3277,3277
地域経済政策学専攻,3278,3278
日本史・文化財学専攻,3279,3279
診療放射線科学専攻,3280,3280
超域文化専攻,3281,3281
デザイン文化学科,3282,3282
文明学科,3283,3283
英語文化コミュニケーション学科,3284,3284
スポーツ・レジャーマネジメント学科,3285,3285
生涯スポーツ学科,3286,3286
競技スポーツ学科,3287,3287
情報数理学科,3288,3288
医工学科,3289,3289
原子力工学科,3290,3290
医用生体工学科,3291,3291
航空宇宙学科,3292,3292
材料科学科,3293,3293
動力機械工学科,3294,3294
光・画像工学科,3295,3295
応用植物科学科,3296,3296
応用動物科学科,3297,3297
海洋地球科学科,3298,3298
航海工学科,3299,3299
海洋文明学科,3300,3300
海洋理工学科　航海学専攻,3301,3301
海洋理工学科,3302,3302
海洋理工学科　海洋理工学専攻,3303,3303
海洋生物学科,3304,3304
先端医科学専攻,3305,3305
海洋学専攻,3306,3306
応用経済学専攻,3307,3307
音響芸術専攻,3308,3308
造型芸術専攻,3309,3309
建築土木工学専攻,3310,3310
応用理化学専攻,3311,3311
医用生体工学専攻,3312,3312
連携大学院,3313,3313
文明研究専攻,3314,3314
コンピュータ応用工学科,3315,3315
組込みソフトウェア工学科,3316,3316
情報通信学科,3317,3317
通信ネットワーク工学科,3318,3318
情報通信学専攻,3319,3319
医療福祉工学科,3320,3320
ヨーロッパ・アメリカ学科,3321,3321
アジア学科,3322,3322
文芸創作学科,3323,3323
広報メディア学科,3324,3324
心理・社会学科,3325,3325
北欧学科,3326,3326
健康マネジメント学科,3327,3327
健康マネジメント学専攻,3328,3328
音楽教育専攻,3329,3329
作曲指揮専攻,3330,3330
音楽文化研究専攻,3331,3331
流通マーケティング学科,3332,3332
メディア社会学科,3333,3333
現代法学科,3334,3334
現代法学専攻,3335,3335
サステイナブル工学専攻,3336,3336
応用生物学科,3337,3337
コンピュータサイエンス学科,3338,3338
リハビリテーション学科　言語聴覚学専攻,3339,3339
バイオニクス専攻,3340,3340
メディアサイエンス専攻,3341,3341
聖書神学専攻,3342,3342
造形専攻,3343,3343
理工学科　電子情報・生体医工学系,3344,3344
理工学科　電子工学系,3345,3345
理工学科　理学系,3346,3346
理工学科　建築・都市環境学系,3347,3347
理工学科　生命科学系,3348,3348
理工学科　情報システムデザイン学系,3349,3349
理工学科　機械工学系,3350,3350
先端機械工学科,3351,3351
情報通信工学専攻,3352,3352
先端機械工学専攻,3353,3353
ロボット・メカトロニクス学専攻,3354,3354
情報メディア学専攻,3355,3355
電子・機械工学専攻,3356,3356
建築・都市環境学専攻,3357,3357
情報環境学専攻,3358,3358
建築・建設環境工学専攻,3359,3359
情報通信メディア工学専攻,3360,3360
先端技術創成専攻,3361,3361
物質生命理工学専攻,3362,3362
ロボット・メカトロニクス学科,3363,3363
生物資源開発学科,3364,3364
デザイン農学科,3365,3365
海洋水産学科,3366,3366
自然資源経営学科,3367,3367
北方圏農学科,3368,3368
食香粧化学科,3369,3369
分子生命化学科,3370,3370
分子微生物学科,3371,3371
食品安全健康学科,3372,3372
醸造科学科,3373,3373
地域創成科学科,3374,3374
森林総合科学科,3375,3375
生産環境工学科,3376,3376
造園科学科,3377,3377
産業経営学専攻,3378,3378
アクアバイオ学専攻,3379,3379
食品香粧学専攻,3380,3380
生物産業学専攻,3381,3381
海洋水産学専攻,3382,3382
食香粧化学専攻,3383,3383
自然資源経営学専攻,3384,3384
北方圏農学専攻,3385,3385
分子微生物学専攻,3386,3386
分子生命化学専攻,3387,3387
バイオセラピー学専攻,3388,3388
国際農業開発学専攻,3389,3389
造園学専攻,3390,3390
畜産学専攻,3391,3391
農業経済学専攻,3392,3392
農業工学専攻,3393,3393
林学専攻,3394,3394
デザイン農学専攻,3395,3395
生物資源開発学専攻,3396,3396
国際バイオビジネス学専攻,3397,3397
国際食農科学科,3398,3398
アグリビジネス学科,3399,3399
国際バイオビジネス学科,3400,3400
国際農業開発学科,3401,3401
食料環境経済学科,3402,3402
食品安全健康学専攻,3403,3403
醸造学専攻,3404,3404
食品栄養学専攻,3405,3405
国際食農科学専攻,3406,3406
国際アグリビジネス学専攻,3407,3407
地域創成科学専攻,3408,3408
生命医科学科,3409,3409
医療衛生薬学科,3410,3410
医療薬物薬学科,3411,3411
ビジネスエコノミクス学科,3412,3412
国際デザイン経営学科,3413,3413
応用数学科,3414,3414
先端化学科,3415,3415
経営工学科,3416,3416
電子応用工学科,3417,3417
電子応用工学専攻,3418,3418
経営工学専攻,3419,3419
工業化学専攻,3420,3420
科学教育専攻,3421,3421
応用数学専攻,3422,3422
先端化学専攻,3423,3423
国際火災科学専攻,3424,3424
機能デザイン工学科,3425,3425
生命システム工学科,3426,3426
マテリアル創成工学科,3427,3427
生命システム工学専攻,3428,3428
マテリアル創成工学専攻,3429,3429
情報計算科学専攻,3430,3430
機械航空宇宙工学専攻,3431,3431
国際火災科学,3432,3432
先端物理学専攻,3433,3433
生命生物化学専攻,3434,3434
生命生物科学科,3435,3435
情報計算科学科,3436,3436
機械航空宇宙工学科,3437,3437
先端物理学科,3438,3438
生命圏環境科学科,3439,3439
生物分子科学科,3440,3440
生物分子科学専攻,3441,3441
社会文化システム学科,3442,3442
メディアコミュニケーション学科,3443,3443
社会心理学科,3444,3444
グローバル・イノベーション学科,3445,3445
東洋思想文化学科,3446,3446
国際文化コミュニケーション学科,3447,3447
生体医工学科,3448,3448
都市環境デザイン学科,3449,3449
経営学・マーケティング専攻,3450,3450
ビジネス・会計ファイナンス専攻,3451,3451
公民連携専攻,3452,3452
グローバル・イノベーション学専攻,3453,3453
国際地域学専攻,3454,3454
社会心理学専攻,3455,3455
福祉社会システム専攻,3456,3456
インド哲学仏教学専攻,3457,3457
日本文学文化専攻,3458,3458
国際文化コミュニケーション専攻,3459,3459
中国哲学専攻,3460,3460
建築・都市デザイン専攻,3461,3461
都市環境デザイン専攻,3462,3462
電気電子情報専攻,3463,3463
機能システム専攻,3464,3464
生体医工学専攻,3465,3465
生活支援学科　子ども支援学専攻,3466,3466
生活支援学科　生活支援学専攻,3467,3467
健康スポーツ学科,3468,3468
生活支援学科,3469,3469
人間環境デザイン学科,3470,3470
バイオ・ナノサイエンス融合専攻,3471,3471
人間環境デザイン専攻,3472,3472
生活支援学専攻,3473,3473
ヒューマンライフ学専攻,3474,3474
健康スポーツ学専攻,3475,3475
食環境科学科,3476,3476
食環境科学専攻,3477,3477
情報連携学専攻,3478,3478
情報連携学科,3479,3479
国際観光学専攻,3480,3480
健康スポーツ科学科,3481,3481
健康スポーツ科学専攻,3482,3482
国際政治経済学科,3483,3483
都市文化デザイン学科,3484,3484
国際政治経済学専攻,3485,3485
国際日本学専攻,3486,3486
金融公共経済学科,3487,3487
産業経営学科,3488,3488
商業学科,3489,3489
危機管理学専攻,3490,3490
国際総合政策学科,3491,3491
映画学科,3492,3492
演劇学科,3493,3493
写真学科,3494,3494
放送学科,3495,3495
情報システム解析学科,3496,3496
中国語中国文化学科,3497,3497
交通システム工学科,3498,3498
まちづくり工学科,3499,3499
海洋建築工学科,3500,3500
応用情報工学科,3501,3501
物質応用化学科,3502,3502
生命応用化学科,3503,3503
環境安全工学科,3504,3504
建築工学科,3505,3505
数理情報工学科,3506,3506
マネジメント工学科,3507,3507
外科系,3508,3508
社会医学系,3509,3509
生理系,3510,3510
内科系,3511,3511
病理系,3512,3512
映像芸術専攻,3513,3513
音楽芸術専攻,3514,3514
芸術専攻,3515,3515
文芸学専攻,3516,3516
生命応用化学専攻,3517,3517
国際関係研究専攻,3518,3518
数理情報工学専攻,3519,3519
応用分子化学専攻,3520,3520
建築工学専攻,3521,3521
動物学科,3522,3522
食品生命学科,3523,3523
食品ビジネス学科,3524,3524
くらしの生物学科,3525,3525
生命農学科,3526,3526
獣医保健看護学科,3527,3527
環境学科,3528,3528
森林学科,3529,3529
アグリサイエンス学科,3530,3530
海洋生物資源科学科,3531,3531
国際共生学科,3532,3532
国際地域開発学科,3533,3533
食品開発学科,3534,3534
森林資源科学科,3535,3535
外国史専攻,3536,3536
日本史専攻,3537,3537
まちづくり工学専攻,3538,3538
交通システム工学専攻,3539,3539
海洋建築工学専攻,3540,3540
精密機械工学専攻,3541,3541
物質応用化学専攻,3542,3542
相関理化学専攻,3543,3543
地球情報数理科学専攻,3544,3544
生物資源生産科学専攻,3545,3545
生物資源利用科学専攻,3546,3546
危機管理学科,3547,3547
国際情報専攻,3548,3548
総合社会情報専攻,3549,3549
文化情報専攻,3550,3550
福祉援助学科　子ども・家庭福祉コース,3551,3551
福祉援助学科　介護福祉コース,3552,3552
福祉援助学科　保健福祉コース,3553,3553
福祉援助学科,3554,3554
福祉マネジメント専攻,3555,3555
救急災害医療学専攻,3556,3556
運動器柔道整復学専攻,3557,3557
実践教科教育学専攻,3558,3558
体育科学専攻,3559,3559
コーチング学専攻,3560,3560
整復医療学科,3561,3561
救急医療学科,3562,3562
児童スポーツ教育学科,3563,3563
児童スポーツ教育学科　児童スポーツ教育コース,3564,3564
児童スポーツ教育学科　幼児教育保育コース,3565,3565
武道教育学科,3566,3566
スポーツ国際学科,3567,3567
スポーツライフマネジメント学科,3568,3568
人間福祉心理学科,3569,3569
現代ビジネス学科,3570,3570
経営戦略学科,3571,3571
市場経営学科,3572,3572
社会政策科学科,3573,3573
ディジタルメディア学科,3574,3574
都市環境デザイン工学科,3575,3575
創生科学科,3576,3576
政策創造専攻,3577,3577
サステイナビリティ学専攻,3578,3578
人間福祉専攻,3579,3579
国際日本学インスティテュート,3580,3580
国際日本インスティテュート,3581,3581
スポーツ健康学科,3582,3582
都市環境デザイン工学専攻,3583,3583
応用情報工学専攻,3584,3584
福祉コミュニティ学科,3585,3585
キャリアデザイン学科,3586,3586
アカウンティング専攻,3587,3587
グローバル教養学科,3588,3588
キャリアデザイン学専攻,3589,3589
